10350,286,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30303,765,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30317,766,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30318,766,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30329,767,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30332,767,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30336,768,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30319,766,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
10347,286,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
10348,286,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30337,768,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
10349,286,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30335,767,D,ASNSW - UNK-TGID,Unknown Talkgroup ID,Ambulance Service of NSW,,3
30304,766,D,ASNSW - WAGGA OPS,South - Wagga Operations,Ambulance Service of NSW,,3
11151,2b8,D,ATRC - ALL CHANS,All Channels,Australian Rail Track Corporation,,3
10550,293,D,AUSGRID  - UNK-TGID,Unknown Talkgroup ID,Ausgrid,,3
10525,291,D,AUSGRID - ASSET ACC,Asset Access,Ausgrid,,3
10540,292,D,AUSGRID - BT DIST OP,Bankstown District Operators,Ausgrid,,3
10539,292,D,AUSGRID - BT OH,Bankstown Overhead,Ausgrid,,3
10559,293,D,AUSGRID - BT OP,Bankstown Operator,Ausgrid,,3
10542,292,D,AUSGRID - BT OP,Bankstown Operator,Ausgrid,,3
10501,290,D,AUSGRID - CALLING,Calling Channel,Ausgrid,,3
10570,294,D,AUSGRID - CASS DATA1,CASS Data 1,Ausgrid,,3
20524,502,D,AUSGRID - CASS DATA2,CASS Data 2,Ausgrid,,3
10528,292,D,AUSGRID - CBD HV UG,CBD High Voltage Underground,Ausgrid,,3
20507,501,D,AUSGRID - CC DIST OPS,Central Coast District Operators,Ausgrid,,3
20511,501,D,AUSGRID - CC EMSO 1,Central Coast EMSO Data 1,Ausgrid,,3
20503,501,D,AUSGRID - CC EMSOS,Central Coast EMSOs,Ausgrid,,3
20502,501,D,AUSGRID - CC INSPECT,Central Coast Installation Inspectors,Ausgrid,,3
20501,501,D,AUSGRID - CC OP,Central Coast Operator,Ausgrid,,3
20512,502,D,AUSGRID - CC OP,Central Coast Operator,Ausgrid,,3
20509,501,D,AUSGRID - CC PROT,Central Coast Protection,Ausgrid,,3
20504,501,D,AUSGRID - CC SUBS,Central Coast Substations,Ausgrid,,3
20506,501,D,AUSGRID - CC UG,Central Coast Underground,Ausgrid,,3
10562,294,D,AUSGRID - CIP-IMS,CIP-IMS Control-Duty Managers,Ausgrid,,3
10514,291,D,AUSGRID - DY OH 1,Dee Why Overhead 1,Ausgrid,,3
10515,291,D,AUSGRID - DY OH 2,Dee Why Overhead 2,Ausgrid,,3
10516,291,D,AUSGRID - DY OP,Dee Why Operator,Ausgrid,,3
10560,294,D,AUSGRID - DY OP,Dee Why Operator,Ausgrid,,3
10517,291,D,AUSGRID - DY SUBS,Dee Why Substations,Ausgrid,,3
